name,dft_gibbs_free_energy_ev,dft_electronic_energy_ev,dft_entropy_ev,dft_enthalpy_ev,dft_dipole_moment_d,dft_homo_ev,dft_lumo_ev,dft_gap_ev,hf_gibbs_free_energy_ev,hf_electronic_energy_ev,hf_entropy_ev,hf_enthalpy_ev,hf_dipole_moment_d,hf_homo_ev,hf_lumo_ev,hf_gap_ev,mass_au
dimer_002103,-16919.02704214,-16927.3422386215,1.617871202296,-16917.4091709377,3.0631,-6.5199,0.7841,7.304,-16702.1782687159,-16712.0788979619,1.572168839654,-16700.6060998762,3.42821,-9.8326,12.5955,22.4281,200.32
dimer_002104,-16918.8018615463,-16927.1100021119,1.632663047222,-16917.1691984991,2.80744,-6.6031,0.7829,7.386,-16702.0598017091,-16711.9815407429,1.564612505988,-16700.4951892031,3.5041,-9.8221,12.679,22.5011,200.32
dimer_002105,-16918.821708453,-16927.1486578104,1.61526598286,-16917.2064421981,2.78968,-6.6402,0.7897,7.4299,-16702.0647384013,-16711.9796781225,1.571773730126,-16700.4929646711,3.83374,-9.9215,12.6729,22.5944,200.32
dimer_002110,-16919.537723926,-16927.9495823754,1.571151133294,-16917.9665727927,2.37233,-6.7963,0.5643,7.3606,-16702.1905152065,-16712.1967638689,1.534832621942,-16700.6556825845,2.73508,-10.0732,12.736,22.8092,200.32
dimer_002127,-14898.3093883613,-14906.5360577231,1.66199612008,-14896.6473922412,0.27457,-5.8759,0.6862,6.5621,-14701.3336451294,-14711.1687580319,1.646751749572,-14699.6868933799,0.09136,-8.8442,7.0847,15.9289,192.35
dimer_002148,-14897.6559299921,-14905.8519364599,1.695333894676,-14895.9605960974,0.51919,-6.4824,0.2165,6.6989,-14700.4734538631,-14710.3729916599,1.578631547154,-14698.894822316,0.50444,-9.4955,6.9615,16.457,192.35
dimer_002153,-14898.011439586,-14906.2124907753,1.68740476483,-14896.3240348212,0.77131,-6.1632,0.4661,6.6293,-14700.9692028492,-14710.8319462073,1.615732386256,-14699.353470463,0.56532,-9.1334,7.011,16.1444,192.35
dimer_002173,-14962.8918761218,-14972.4415476969,1.654516522562,-14961.2373595993,0.38286,-8.1254,0.5118,8.6372,-14764.0369759201,-14775.4584889523,1.64985031169,-14762.3871256084,0.13317,-11.728,13.8505,25.5785,196.38
dimer_002174,-16919.0762694674,-16927.3098273951,1.68960208538,-16917.386667382,3.09711,-7.2202,0.2969,7.5171,-16701.8890515346,-16711.7252586075,1.624190233604,-16700.264861301,3.52489,-10.7312,13.2267,23.9579,200.32
dimer_002175,-16918.786553229,-16926.9817482529,1.705987157776,-16917.0805660713,3.59503,-6.4772,0.5161,6.9933,-16702.112796999,-16711.9020984211,1.639099903892,-16700.4736973673,3.80428,-10.1231,12.084,22.2071,200.32
dimer_002176,-16918.4919966269,-16926.7285434548,1.678530855176,-16916.8134657717,3.76404,-6.4924,0.5361,7.0285,-16701.9577189583,-16711.7561144303,1.640677076636,-16700.3170418817,3.34311,-10.2208,12.118,22.3388,200.32
dimer_002204,-14961.6223543778,-14970.9994139744,1.766568986052,-14959.8557853917,0.29533,-7.6513,0.6704,8.3217,-14762.1296559675,-14773.4189003708,1.680441639684,-14760.4492140557,0.0116,-11.0666,13.3011,24.3677,196.38
dimer_002205,-16917.7453634308,-16925.9164643927,1.696822086142,-16916.0485413447,2.46789,-6.5701,0.3132,6.8833,-16700.0058329912,-16709.7155584836,1.665213051788,-16698.3406196673,3.37558,-10.4415,12.563,23.0045,200.32
dimer_002206,-16917.642896183,-16925.7442834429,1.74347929681,-16915.8994168862,3.0497,-6.939,0.3839,7.3229,-16700.0242872184,-16709.7242160626,1.670057225216,-16698.3542297211,3.19394,-10.3859,12.8766,23.2625,200.32
dimer_002208,-16917.7434129177,-16925.8544074345,1.719264416178,-16916.0241485015,2.04109,-6.5284,0.6717,7.2001,-16700.2823805446,-16709.9204429103,1.698341570718,-16698.5840389739,3.08514,-10.3482,10.8214,21.1696,200.32
dimer_002291,-14961.4134274255,-14970.8087251909,1.787858913298,-14959.6255685122,0.20007,-7.8353,0.7513,8.5866,-14761.8508343574,-14773.1076561055,1.74903858583,-14760.1017957716,0.10908,-11.1538,13.1616,24.3154,196.38
dimer_002292,-16917.2549125043,-16925.3686178207,1.769360603578,-16915.4855521729,3.01223,-6.6147,0.7481,7.3628,-16699.8337072805,-16709.5281407824,1.694278908698,-16698.1394283718,3.29628,-10.3075,10.7662,21.0737,200.32
dimer_002293,-16916.9453937139,-16925.0870228248,1.746839088368,-16915.1985546255,3.12412,-6.7033,0.5673,7.2706,-16699.6878857417,-16709.3700781954,1.715458629774,-16697.9724273841,4.64578,-10.3149,10.7276,21.0425,200.32
dimer_002294,-16917.0291920365,-16925.1868576418,1.676194484372,-16915.3529975522,1.32641,-6.7764,0.9149,7.6913,-16699.8239416533,-16709.4777335687,1.707925697912,-16698.1160159553,2.83804,-10.0518,12.4193,22.4711,200.32
dimer_002296,-16916.6595178204,-16924.7874517058,1.747811623804,-16914.9117061966,2.03189,-6.8643,0.8136,7.6779,-16699.4302797717,-16709.0825445835,1.72932392653,-16697.7009558452,2.70447,-10.4132,12.0666,22.4798,200.32
dimer_002299,-16917.3262714076,-16925.5504076602,1.685972628848,-16915.6402990508,3.02678,-6.7797,0.5027,7.2824,-16699.4729290153,-16709.1653537717,1.720142255942,-16697.7527867594,3.31753,-11.1002,12.6242,23.7244,200.32
dimer_002330,-16917.3125391746,-16925.4257462503,1.764123769648,-16915.548415677,3.17862,-6.8156,0.4308,7.2464,-16698.5233632663,-16708.102393765,1.740080048722,-16696.7832834897,2.72029,-10.7623,10.9324,21.6947,200.32
dimer_002331,-17790.4449200938,-17797.9825358541,1.69055720552,-17788.7543628883,2.42768,-6.2558,0.8744,7.1302,-17562.522733023,-17571.3888738223,1.664602427972,-17560.858130595,2.19071,-9.359,10.2469,19.6059,202.30
dimer_002332,-17790.8750931434,-17798.4147737047,1.725236230022,-17789.1498566412,3.85429,-6.7009,0.5907,7.2916,-17562.4088086873,-17571.214889573,1.740914894474,-17560.6678937928,4.8785,-9.6468,10.3044,19.9512,202.30
dimer_002334,-14961.4290892189,-14970.7541715041,1.825056080756,-14959.6040331381,0.06709,-7.2384,0.8233,8.0617,-14760.9181949155,-14772.0669509424,1.76584570704,-14759.1523492085,0.16828,-10.5966,11.0985,21.6951,196.38
dimer_002335,-16917.4120773873,-16925.4794234579,1.78728148739,-16915.6247958999,3.41215,-6.6,0.4819,7.0819,-16698.803403675,-16708.4290453972,1.70531666888,-16697.0980872782,3.6602,-9.8921,10.48,20.3721,200.32
dimer_002336,-15834.1509195012,-15842.8680125781,1.785888535824,-15832.3650309653,2.06737,-5.9511,0.6329,6.584,-15624.5946676691,-15634.9594812215,1.744627345776,-15622.8500403233,3.71735,-9.0177,10.4811,19.4988,198.35
dimer_002338,-15834.3168886326,-15843.0128912419,1.801767748294,-15832.5151208843,1.91825,-6.1193,0.6413,6.7606,-15624.7079163457,-15635.0672005416,1.743127997636,-15622.9647883481,3.28398,-9.0365,10.5017,19.5382,198.35
dimer_002339,-16916.9555334979,-16924.9839999201,1.786869778908,-16915.168663719,1.38853,-6.5307,0.8228,7.3535,-16698.8067969365,-16708.3126026464,1.761383581668,-16697.0454133549,2.27665,-9.7878,10.7987,20.5865,200.32
dimer_002341,-17789.9771381683,-17797.4424243947,1.75161686598,-17788.2255215744,0.97583,-6.1071,0.6228,6.7299,-17562.1658375525,-17570.9579206219,1.721562963136,-17560.4442745893,1.12161,-9.3775,10.5598,19.9373,202.30
dimer_002342,-16916.6073168313,-16924.6684080894,1.78064734807,-16914.8266694832,1.88527,-6.6884,0.791,7.4794,-16698.4583089723,-16707.9690516464,1.777940357998,-16696.6803686143,3.10732,-10.276,10.5985,20.8745,200.32
dimer_002344,-17789.3446257742,-17796.7571850151,1.775206700754,-17787.5694188013,3.78458,-6.2598,0.6468,6.9066,-17562.1019147085,-17570.8463816375,1.738038105266,-17560.3638766032,3.76716,-9.262,10.0445,19.3065,202.30
dimer_002345,-17790.1658233764,-17797.6080332472,1.779313173128,-17788.3865102033,3.22156,-6.2566,0.7086,6.9652,-17562.4516146685,-17571.1948921872,1.776001545748,-17560.6756131228,1.54704,-9.5451,10.2768,19.8219,202.30
dimer_002358,-14961.5361100224,-14970.9388209895,1.754074871742,-14959.7820351506,0.0317,-7.8373,0.6831,8.5204,-14761.9867387015,-14773.2241606262,1.738746418008,-14760.2479922835,0.20478,-11.108,13.2089,24.3169,196.38
dimer_002359,-16917.2976988933,-16925.4067004472,1.74881681292,-16915.5488820804,3.75754,-6.4758,0.6572,7.133,-16699.9932509841,-16709.6675167569,1.688364783022,-16698.3048864731,3.90562,-10.0699,10.7401,20.81,200.32
dimer_002360,-16917.1106063684,-16925.2379628279,1.733102501534,-16915.377504139,2.2969,-6.5908,0.6072,7.198,-16699.8012729244,-16709.4804604231,1.69264704104,-16698.1086258833,4.5719,-10.4693,10.8311,21.3004,200.32
dimer_010780,-19055.1487750294,-19064.769199782,1.853668051514,-19053.2951067058,3.03913,-6.9507,0.2549,7.2056,-18809.2688658975,-18820.7114125256,1.810183417972,-18807.4586827516,3.34178,-10.1965,12.5299,22.7264,228.38
dimer_010840,-19865.8384730904,-19873.7734144751,1.679655502338,-19864.158817588,6.15748,-6.2323,-0.8248,5.4075,-19613.3647862196,-19622.7601607212,1.648487836892,-19611.7162983827,5.49683,-9.1813,5.6704,14.8517,226.32
dimer_002361,-16917.5280678846,-16925.6388670235,1.74332963411,-16915.7847379784,3.01541,-7.3883,0.5871,7.9754,-16699.7014791966,-16709.360944689,1.711377736116,-16697.9901014605,3.5508,-10.8982,12.2504,23.1486,200.32
dimer_002364,-14961.5241410881,-14970.8386400435,1.810749142978,-14959.7133922172,0.25538,-7.2979,0.7527,8.0506,-14761.0438590655,-14772.1828154509,1.747157461748,-14759.2967016038,0.3002,-10.7019,11.1276,21.8295,196.38
dimer_002365,-16917.3621695028,-16925.4284208588,1.755145096104,-16915.6070241346,2.93617,-6.9791,0.5427,7.5218,-16698.8284365303,-16708.397771063,1.717855954114,-16697.1105805762,2.25243,-10.186,10.8312,21.0172,200.32
dimer_002366,-15834.1524689183,-15843.0054301481,1.67605080818,-15832.4764181101,3.36952,-5.8211,0.6314,6.4525,-15624.728779054,-15635.0740803999,1.738052255194,-15622.9907265267,3.57594,-9.037,10.5047,19.5417,198.35
dimer_002367,-16917.5753980332,-16925.5773659941,1.800790042692,-16915.7746079905,3.90287,-6.9932,0.704,7.6972,-16699.1634858726,-16708.6820031158,1.759474974072,-16697.4040106264,4.25503,-10.6582,9.7396,20.3978,200.32
dimer_002368,-15834.599754401,-15843.3154956156,1.7484957184,-15832.8512586826,1.53253,-6.0359,0.8799,6.9158,-15624.9340983189,-15635.2621751207,1.737697962766,-15623.196400084,0.50308,-8.9843,10.8469,19.8312,198.35
dimer_002369,-16917.7269619937,-16925.8420338666,1.731970507294,-16915.9949912143,1.82221,-6.9034,0.7125,7.6159,-16698.993494352,-16708.6067837312,1.692382274118,-16697.3011120778,3.39511,-9.9877,10.4256,20.4133,200.32
dimer_002371,-17790.5140258931,-17797.9954482076,1.707044864894,-17788.8069810282,2.70038,-6.09,0.368,6.458,-17562.6273186783,-17571.4426383785,1.684420218478,-17560.9428984598,3.14407,-9.1956,9.7538,18.9494,202.30
dimer_002372,-17791.0963974731,-17798.5249581056,1.779154258552,-17789.3172429424,4.49477,-6.5424,0.4803,7.0227,-17562.71456142,-17571.5159211277,1.712924159978,-17561.00163726,4.44782,-9.5694,10.1741,19.7435,202.30
dimer_002573,-14961.4699678166,-14970.8481776392,1.769596254302,-14959.7003715623,0.26578,-7.2403,0.6903,7.9306,-14761.0654904959,-14772.2272546603,1.736748012792,-14759.3287424831,0.37804,-10.5961,11.1047,21.7008,196.38
dimer_002575,-16916.805758959,-16924.8566753305,1.76160481035,-16915.0441541487,2.35872,-6.728,0.8287,7.5567,-16698.8783659118,-16708.4047347324,1.729776724226,-16697.1485891876,3.50183,-9.9454,10.6418,20.5872,200.32
dimer_002576,-16917.5140640818,-16925.6253062223,1.74542355134,-16915.7686408026,2.90486,-6.8201,0.2393,7.0594,-16698.6249314495,-16708.1788626971,1.746974056912,-16696.8779573925,2.90537,-10.7704,10.8258,21.5962,200.32
dimer_002577,-17790.888122778,-17798.3876629869,1.74798958636,-17789.1401329196,5.90075,-6.459,0.3316,6.7906,-17562.7740912555,-17571.653415706,1.683261012838,-17561.0908302427,4.36925,-9.6001,9.7306,19.3307,202.30
dimer_002795,-16917.2771591844,-16925.4380800894,1.724075119584,-16915.5530840648,2.79476,-7.0826,0.5482,7.6308,-16699.5851384886,-16709.3000197249,1.680500416308,-16697.9046380723,3.28008,-10.6649,12.4821,23.147,200.32
dimer_002798,-14961.4824417945,-14970.8963600488,1.754692842636,-14959.7277489519,0.25305,-7.7213,0.7133,8.4346,-14762.0116534593,-14773.3032644381,1.69991520598,-14760.3117385254,0.14117,-11.121,13.2559,24.3769,196.38
dimer_002799,-16917.676180079,-16925.8803107825,1.683455302234,-16915.9927247768,2.6617,-6.6339,0.4358,7.0697,-16699.8988483788,-16709.570787577,1.71595224457,-16698.1828961343,3.44163,-10.2651,12.8706,23.1357,200.32
dimer_002800,-16917.3404662344,-16925.4503510702,1.75125631493,-16915.5892099194,4.36676,-6.4142,0.6036,7.0178,-16700.0504645852,-16709.6857241768,1.733536523364,-16698.3169280619,4.09009,-10.2144,10.7004,20.9148,200.32
dimer_002801,-16917.3254781953,-16925.4559770272,1.733392575058,-16915.5920856202,3.97844,-6.4779,0.7027,7.1806,-16700.0218833634,-16709.6762554259,1.714268403138,-16698.3076149602,4.26091,-10.1711,10.7636,20.9347,200.32
dimer_002803,-16916.9515788651,-16925.096513889,1.711362769846,-16915.2402160953,1.16048,-6.727,0.9101,7.6371,-16699.9128758555,-16709.5782467659,1.695414712534,-16698.217461143,1.56186,-9.9808,12.4849,22.4657,200.32
dimer_002855,-14961.4217122083,-14970.7935907544,1.78878627781,-14959.6329256584,0.29166,-7.3021,0.8414,8.1435,-14760.9359830077,-14772.0764994226,1.774675262112,-14759.1613077456,0.23726,-10.6389,11.0827,21.7216,196.38
dimer_002856,-16917.2510517509,-16925.3725898688,1.755810414834,-16915.4952413361,3.37068,-6.9108,0.3898,7.3006,-16698.4963801699,-16708.1444217723,1.692319960012,-16696.804060482,4.14069,-10.4052,10.647,21.0522,200.32
dimer_002857,-16916.6362101679,-16924.7188729913,1.755401155378,-16914.8808090125,1.4699,-6.6357,0.9313,7.567,-16698.6562422469,-16708.2027975724,1.73756217788,-16696.918680069,2.51607,-10.0327,10.7922,20.8249,200.32
dimer_002858,-15834.3977434981,-15843.1097390635,1.792026611322,-15832.6057168868,0.80944,-6.0172,0.8148,6.832,-15624.7320079587,-15635.0627193683,1.773301902754,-15622.958706056,3.61299,-8.9695,10.5311,19.5006,198.35
dimer_002859,-17791.1394426425,-17798.7452471779,1.676458162838,-17789.4629847518,3.81771,-6.7847,0.5684,7.3531,-17562.7322172647,-17571.6455282096,1.668717063766,-17561.063500201,7.24787,-9.7146,9.851,19.5656,202.30
dimer_002860,-16917.4775145457,-16925.4662335481,1.841444146406,-16915.6360703993,3.5243,-7.0017,0.7532,7.7549,-16699.030766895,-16708.5435558664,1.79062440788,-16697.2401424871,3.65539,-10.619,9.6861,20.3051,200.32
dimer_002862,-17790.0147805142,-17797.4356563752,1.784798719254,-17788.229981795,4.19247,-5.8896,0.2667,6.1563,-17562.2539692905,-17571.0243441935,1.736122966934,-17560.5178460515,3.85858,-8.9373,10.8383,19.7756,202.30
dimer_002921,-14897.838399028,-14906.0946708556,1.66672001912,-14896.1716790089,0.23922,-6.1673,0.4978,6.6651,-14700.8289893079,-14710.7179511219,1.621552904716,-14699.2074364032,0.38773,-9.0531,7.1542,16.2073,192.35
dimer_002928,-14897.5940373907,-14905.8557713625,1.651018224978,-14895.9430191657,0.36303,-6.4759,0.3674,6.8433,-14700.4283125996,-14710.3073536814,1.621365690284,-14698.8069466372,0.23675,-9.547,7.1995,16.7465,192.35
dimer_002934,-14897.5913358429,-14905.8501478546,1.656665134706,-14895.9346707082,0.61037,-6.3823,0.1878,6.5701,-14700.4641366798,-14710.3399434146,1.627879555216,-14698.8362571246,0.37812,-9.3585,6.8078,16.1663,192.35
dimer_002942,-14962.914664853,-14972.4442606735,1.721606501376,-14961.1930583516,0.08659,-8.2304,0.6825,8.9129,-14763.9360406741,-14775.3843596564,1.646401538854,-14762.2896391352,0.00467,-11.8505,13.8044,25.6549,196.38
dimer_002943,-16918.722854607,-16926.9784905041,1.681149408198,-16917.0417054709,3.11462,-6.681,0.672,7.353,-16702.017452063,-16711.8173362707,1.654461011306,-16700.3629910517,3.59391,-10.1829,12.2027,22.3856,200.32
dimer_002944,-16918.5022953255,-16926.7757448935,1.671349494602,-16916.8309458308,1.64006,-6.6934,0.6938,7.3872,-16701.8453396859,-16711.6405465261,1.66665335119,-16700.1786860626,4.01434,-10.2044,12.2375,22.4419,200.32
dimer_002947,-16918.3171192994,-16926.5400718561,1.706797513268,-16916.6103217862,1.75688,-6.842,0.6364,7.4784,-16701.7244791644,-16711.5297324534,1.65290070963,-16700.0715781826,2.34089,-10.1389,12.55,22.6889,200.32
dimer_002950,-16918.7033138286,-16926.9493272304,1.711309435502,-16916.9920043931,1.91691,-7.3975,0.7144,8.1119,-16701.7055601664,-16711.5596293464,1.660205065732,-16700.0453551007,3.52456,-10.3387,12.4907,22.8294,200.32
dimer_003009,-16917.273682928,-16925.3096022807,1.81134316784,-16915.4623397602,3.12444,-7.298,0.5844,7.8824,-16698.5668941592,-16708.0905608878,1.774532402262,-16696.7923617569,3.27583,-10.7344,10.9321,21.6665,200.32
dimer_003011,-17790.5266936162,-17798.0830645618,1.66764928843,-17788.8590443277,3.02419,-6.4749,0.9269,7.4018,-17562.608379816,-17571.4691107169,1.655502391584,-17560.9528774244,3.31521,-9.5888,10.3319,19.9207,202.30
dimer_003012,-14961.4193638645,-14970.7190573693,1.83855728898,-14959.5808065755,0.0684,-7.4953,0.8613,8.3566,-14760.8851951065,-14772.0356102124,1.747728901148,-14759.1374664775,0.20954,-10.9173,11.0625,21.9798,196.38
dimer_003013,-16917.0650553012,-16925.1342999111,1.773125300768,-16915.2919300004,1.56565,-7.1219,0.9847,8.1066,-16698.7932698775,-16708.3655870518,1.739626706798,-16697.0536434428,4.0417,-10.9637,9.6323,20.596,200.32
dimer_003014,-15834.3699307262,-15843.0687184222,1.788914443504,-15832.5810165548,1.29138,-6.4327,0.7027,7.1354,-15624.6422304752,-15635.0207509539,1.706576012472,-15622.9356544627,3.10711,-9.3872,10.6002,19.9874,198.35
dimer_003015,-16917.4740216904,-16925.5311822618,1.783655024112,-16915.6903669384,2.73343,-7.1536,0.4985,7.6521,-16698.7101357851,-16708.2962836977,1.713155728992,-16696.9969800561,0.71876,-10.527,10.69,21.217,200.32
dimer_003016,-17790.6665689198,-17798.1596083252,1.743265415206,-17788.9233032325,2.5851,-6.956,0.5314,7.4874,-17562.6617949779,-17571.5669188288,1.658526938694,-17561.0032680392,2.52129,-9.7957,10.1463,19.942,202.30
dimer_003018,-16916.7394660021,-16924.7994296199,1.767514582202,-16914.9719514199,1.71686,-6.8225,0.8513,7.6738,-16698.6438509916,-16708.1740922666,1.735784185004,-16696.9080668066,2.81529,-10.1333,11.3157,21.449,200.32
dimer_003019,-17790.0497335575,-17797.5026026779,1.768397047904,-17788.2813365096,5.15567,-6.4872,0.6406,7.1278,-17562.5199656236,-17571.3059960613,1.725503718084,-17560.7944619055,4.90128,-9.7687,10.5492,20.3179,202.30
dimer_003067,-14961.3106271101,-14970.6821832011,1.798086590102,-14959.51254052,0.20458,-7.5234,0.8319,8.3553,-14760.7130827294,-14771.8696274753,1.767687102478,-14758.9453956269,0.17053,-10.6721,11.0229,21.695,196.38
dimer_003068,-16917.1009852337,-16925.1663750768,1.784592456842,-16915.3163927769,3.96224,-7.1388,0.811,7.9498,-16698.7124506589,-16708.2775225259,1.760682071776,-16696.951768315,4.17903,-11.0051,9.5522,20.5573,200.32
dimer_003069,-15834.2281879041,-15842.9576229837,1.790189297594,-15832.4379986066,0.99284,-6.2804,0.8119,7.0923,-15624.4545488234,-15634.8119557048,1.758120934808,-15622.6964278886,3.39178,-9.2036,10.4622,19.6658,198.35
dimer_003070,-16916.7695049387,-16924.8614544687,1.748113670344,-16915.0213912683,1.68267,-6.6704,0.7186,7.389,-16698.5633852492,-16708.1078997197,1.74004249699,-16696.8233427522,0.87806,-10.182,10.8582,21.0402,200.32
dimer_003071,-16916.868142182,-16924.8946488392,1.81625890725,-16915.0518832747,1.90267,-6.7237,0.901,7.6247,-16698.4622026515,-16707.9988933003,1.750772224124,-16696.7114304274,2.9827,-10.1208,10.6372,20.758,200.32
dimer_003072,-17790.0698958444,-17797.5465137141,1.747881012874,-17788.3220148315,4.58035,-6.6779,0.5,7.1779,-17562.3290411893,-17571.1556911723,1.70884190575,-17560.6201990115,5.88435,-9.3506,10.0466,19.3972,202.30
dimer_003074,-16916.5865303149,-16924.6663062809,1.77938882082,-16914.8071414941,1.56404,-7.0068,0.8941,7.9009,-16698.4054206231,-16707.9199701721,1.784895591838,-16696.6205250313,2.19581,-10.3913,10.9001,21.2914,200.32
dimer_003076,-17789.4143057341,-17796.8605053403,1.768864539756,-17787.6454411943,2.09015,-6.3311,0.9318,7.2629,-17562.0570520896,-17570.8020050142,1.74734331561,-17560.309708774,2.48316,-9.4711,10.4056,19.8767,202.30
dimer_003077,-16917.2606375108,-16925.400959386,1.749844315384,-16915.5107934675,3.16218,-6.8249,0.5228,7.3477,-16698.5041746033,-16708.164628958,1.69027828867,-16696.8138963147,3.74998,-10.2027,10.8212,21.0239,200.32
dimer_003079,-17790.0615895645,-17797.5440483612,1.756835468272,-17788.3047540962,3.42658,-6.3304,0.4867,6.8171,-17562.0180655005,-17570.7912385517,1.749352605386,-17560.268712623,4.8765,-9.4425,10.3797,19.8222,202.30
dimer_003096,-16917.3061447677,-16925.4345866899,1.750300922676,-16915.555843845,1.59894,-6.7975,0.4847,7.2822,-16698.6061729987,-16708.1672132246,1.757451262254,-16696.8487217365,3.33962,-10.3161,10.7193,21.0354,200.32
dimer_003097,-17790.2125959634,-17797.6864815365,1.742022398454,-17788.470573565,6.50216,-5.5668,0.222,5.7888,-17562.4563902692,-17571.2949596617,1.687453473236,-17560.768936796,7.31148,-8.736,9.7663,18.5023,202.30
dimer_003099,-14961.3734519741,-14970.7235116033,1.771540236718,-14959.6019117374,0.09554,-7.0809,0.5955,7.6764,-14761.0641919678,-14772.1970072844,1.778105531196,-14759.2860861645,0.22271,-10.5104,11.1248,21.6352,196.38
dimer_003100,-16917.3335665118,-16925.3901436708,1.786390586154,-16915.5471759256,2.04898,-6.6712,0.2962,6.9674,-16698.84186971,-16708.397026287,1.750746917522,-16697.0911227925,2.55652,-10.17,10.8205,20.9905,200.32
dimer_003101,-15834.2773523732,-15842.9633972428,1.807155877608,-15832.4701964956,2.24836,-5.7329,0.5945,6.3274,-15624.7875320041,-15635.1353172066,1.75209034434,-15623.0354416598,2.49663,-8.8808,10.7174,19.5982,198.35
dimer_003103,-15834.382841447,-15843.0347877112,1.830354140336,-15832.5524873067,2.63154,-5.8424,0.5281,6.3705,-15624.9133082651,-15635.2371751911,1.763636957702,-15623.1496713074,1.70081,-8.8268,10.795,19.6218,198.35
